GEOID,NAME,poverty_rate,log_median_income,unemployment_rate,single_parent_rate,rent_burden_rate,disadvantage_score
17031010100,Census Tract 101; Cook County; Illinois,0.194836241931628,11.13014119108512,0.0976915356306457,0.1639135959339263,0.4662295081967213,0.27096110421899605
17031010201,Census Tract 102.01; Cook County; Illinois,0.3360975609756098,11.019792400735156,0.0408854166666666,0.2855353788353162,0.3898228078146297,0.8347534108565808
17031010202,Census Tract 102.02; Cook County; Illinois,0.2375195007800312,10.980160933685484,0.089142091152815,0.1059730250481695,0.5284030010718114,0.47394982760801485
17031010300,Census Tract 103; Cook County; Illinois,0.0645524488647025,11.132191993081248,0.0403065569117229,0.1009933774834437,0.5318818040435459,-0.7163480859732257
17031010400,Census Tract 104; Cook County; Illinois,0.1858638743455497,10.791995903397831,0.032,0.0573770491803278,0.4713896457765668,-0.1873129785342698
17031010501,Census Tract 105.01; Cook County; Illinois,0.1078456427293636,10.775993572039262,0.0751156995372018,0.0,0.4423171330387825,-0.45256584644617043
17031010502,Census Tract 105.02; Cook County; Illinois,0.2690447400241837,10.929762096145357,0.0449795547478418,0.1499176276771004,0.5378723404255319,0.5237149233319883
17031010503,Census Tract 105.03; Cook County; Illinois,0.5192387256930079,9.838949031398556,0.0385304659498207,0.0285714285714285,0.4733096085409252,2.0719551019580806
17031010600,Census Tract 106; Cook County; Illinois,0.1468273092369477,11.102141235384464,0.0254793138244197,0.0878489326765188,0.5249315068493151,-0.49403592203134544
17031010701,Census Tract 107.01; Cook County; Illinois,0.075208913649025,11.163963556095796,0.0330305532617671,0.1891348088531187,0.5718050065876152,-0.400046957732953
17031010702,Census Tract 107.02; Cook County; Illinois,0.1968901846452866,10.862703665261714,0.0949785908913974,0.2577197149643705,0.5106100795755968,0.8935991629094949
17031020100,Census Tract 201; Cook County; Illinois,0.1871657754010695,10.951315189365957,0.0942774804446274,0.1550308008213552,0.5232029117379435,0.46768304492290463
17031020200,Census Tract 202; Cook County; Illinois,0.0694540908459508,11.669971947909511,0.0460565924142083,0.1358695652173913,0.3664459161147902,-1.376293990518976
17031020301,Census Tract 203.01; Cook County; Illinois,0.1123595505617977,11.205571156720929,0.0852055955913522,0.0769230769230769,0.4171779141104294,-0.588331924720164
17031020302,Census Tract 203.02; Cook County; Illinois,0.061902783547985,11.341009580890155,0.1054097056483691,0.1720629047178538,0.4744186046511628,-0.39486154105280097
17031020400,Census Tract 204; Cook County; Illinois,0.1421487603305785,11.246443735365446,0.0642126789366053,0.141725352112676,0.5224215246636771,-0.23940878894491904
17031020500,Census Tract 205; Cook County; Illinois,0.3134165366614664,10.690762395820771,0.0709876543209876,0.4049079754601227,0.4817110973341599,1.7934182946551194
17031020601,Census Tract 206.01; Cook County; Illinois,0.2461643368564609,11.019382957326798,0.0679648720885834,0.1961325966850828,0.4409282700421941,0.4523858237167201
17031020602,Census Tract 206.02; Cook County; Illinois,0.1225177969276882,11.33665357200282,0.0241046831955922,0.1764705882352941,0.4484605087014726,-0.6967444786233091
