NAME,B17001_001E,B17001_002E,B19013_001E,B23025_003E,B23025_005E,B11004_001E,B11004_010E,B11004_016E,B25070_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,state,county,tract,poverty_rate,log_median_income,unemployment_rate,single_parent_rate,rent_burden_rate,GEOID
Census Tract 812.02; Cook County; Illinois,3437,123,177619,1800,20,809,0,25,480,69,30,0,48,17,031,081202,0.0357870235670643,12.087396085800025,0.011111111111111112,0.030902348578491966,0.30625,17031081202
Census Tract 813; Cook County; Illinois,6014,561,116424,3382,74,1612,0,21,1469,18,27,59,280,17,031,081300,0.09328234120385767,11.664993978593163,0.02188054405677114,0.013027295285359801,0.2614023144996596,17031081300
Census Tract 814.01; Cook County; Illinois,2131,198,74432,1426,5,339,0,0,793,8,12,101,260,17,031,081401,0.09291412482402628,11.217641235878336,0.0035063113604488078,0.0,0.48045397225725095,17031081401
Census Tract 814.02; Cook County; Illinois,5942,610,159026,3793,144,1340,44,17,2194,123,100,132,493,17,031,081402,0.10265903736115786,11.97682298984668,0.037964671763775375,0.04552238805970149,0.3865086599817685,17031081402
Census Tract 814.03; Cook County; Illinois,8987,1178,114052,7182,196,1457,0,43,5136,782,143,175,997,17,031,081403,0.13107822410147993,11.644409763727124,0.02729044834307992,0.029512697323266987,0.40829439252336447,17031081403
Census Tract 815; Cook County; Illinois,4879,330,151626,3996,38,855,0,0,1603,130,61,72,179,17,031,081500,0.06763681082188973,11.92917224144307,0.00950950950950951,0.0,0.2757330006238303,17031081500
Census Tract 816; Cook County; Illinois,3725,141,157623,3028,98,449,0,0,1620,139,69,78,185,17,031,081600,0.03785234899328859,11.967961384844138,0.03236459709379128,0.0,0.29074074074074074,17031081600
Census Tract 817; Cook County; Illinois,5217,420,132903,4479,100,624,0,0,2688,99,192,196,416,17,031,081700,0.08050603795284646,11.797374817809994,0.022326412145568207,0.0,0.3359375,17031081700
Census Tract 818; Cook County; Illinois,12213,699,164091,9939,339,2287,0,28,4226,282,359,85,666,17,031,081800,0.05723409481699828,12.008176430967215,0.034108059160881374,0.012243113248797552,0.32938949361097963,17031081800
Census Tract 819; Cook County; Illinois,1111,173,195083,836,21,230,6,52,345,22,20,0,77,17,031,081900,0.1557155715571557,12.18118038801208,0.025119617224880382,0.25217391304347825,0.34492753623188405,17031081900
Census Tract 901; Cook County; Illinois,3526,336,124667,1948,131,925,14,29,148,14,0,0,18,17,031,090100,0.0952921157118548,11.733401461521776,0.06724845995893224,0.046486486486486484,0.21621621621621623,17031090100
Census Tract 902; Cook County; Illinois,6505,284,119421,3612,41,1648,15,224,680,41,14,92,164,17,031,090200,0.0436587240584166,11.690410343872657,0.011351052048726468,0.14502427184466019,0.4573529411764706,17031090200
Census Tract 903; Cook County; Illinois,1348,106,107639,757,32,366,4,30,101,7,0,18,14,17,031,090300,0.07863501483679525,11.586538314571007,0.04227212681638045,0.09289617486338798,0.38613861386138615,17031090300
Census Tract 1001; Cook County; Illinois,5890,636,109111,3423,103,1624,65,233,492,95,28,45,58,17,031,100100,0.10797962648556876,11.600120991669925,0.03009056383289512,0.1834975369458128,0.45934959349593496,17031100100
Census Tract 1002; Cook County; Illinois,7369,475,107850,4031,254,1970,75,188,959,95,68,27,110,17,031,100200,0.06445922106120233,11.588496651817302,0.063011659637807,0.133502538071066,0.31282586027111575,17031100200
Census Tract 1003; Cook County; Illinois,6200,663,83271,2802,43,1618,19,16,886,35,0,50,454,17,031,100300,0.10693548387096774,11.329855628284692,0.015346181299072092,0.021631644004944377,0.608352144469526,17031100300
Census Tract 1004; Cook County; Illinois,3325,69,143137,1727,61,978,35,27,42,0,0,0,0,17,031,100400,0.02075187969924812,11.87155749257079,0.03532136653155762,0.06339468302658487,0.0,17031100400
Census Tract 1005; Cook County; Illinois,5814,76,109564,2936,64,1614,0,88,246,16,0,0,93,17,031,100500,0.013071895424836602,11.604264132385616,0.021798365122615803,0.05452292441140025,0.44308943089430897,17031100500
Census Tract 1006; Cook County; Illinois,4914,515,84000,2649,82,1182,43,220,449,25,39,57,62,17,031,100600,0.1048026048026048,11.33857207782545,0.03095507738769347,0.2225042301184433,0.40757238307349664,17031100600
Census Tract 1007; Cook County; Illinois,5372,488,117240,2695,262,1412,6,37,136,0,0,12,66,17,031,100700,0.09084139985107967,11.671978394824828,0.09721706864564007,0.030453257790368272,0.5735294117647058,17031100700
Census Tract 1101; Cook County; Illinois,5776,655,96514,3424,143,1391,55,117,761,129,12,50,82,17,031,110100,0.11340027700831025,11.47744335452453,0.041764018691588786,0.12365204888569374,0.3587385019710907,17031110100
Census Tract 1102; Cook County; Illinois,2821,199,68824,1679,242,699,27,40,644,132,84,38,75,17,031,110200,0.0705423608649415,11.139307800301184,0.14413341274568195,0.09585121602288985,0.5108695652173914,17031110200
Census Tract 1103; Cook County; Illinois,5304,427,115833,2694,226,1420,23,179,247,27,8,0,67,17,031,110300,0.0805052790346908,11.659904777616893,0.08389012620638456,0.14225352112676057,0.41295546558704455,17031110300
Census Tract 1104; Cook County; Illinois,4443,322,81250,2552,114,1133,68,61,629,47,36,65,82,17,031,110400,0.07247355390501913,11.305286100191983,0.04467084639498432,0.11385701676963812,0.3656597774244833,17031110400
Census Tract 1105.01; Cook County; Illinois,5079,414,101220,3044,99,1336,54,78,724,57,116,72,89,17,031,110501,0.08151210868281157,11.52505164476807,0.03252299605781866,0.09880239520958084,0.4613259668508287,17031110501
Census Tract 1105.02; Cook County; Illinois,3533,366,71440,1840,70,826,0,87,497,65,0,79,72,17,031,110502,0.10359467874327767,11.17661321555038,0.03804347826086957,0.1053268765133172,0.4346076458752515,17031110502
Census Tract 1201; Cook County; Illinois,4370,88,160461,2384,226,1219,8,11,43,0,0,0,9,17,031,120100,0.020137299771167048,11.98580620137099,0.09479865771812081,0.015586546349466776,0.20930232558139536,17031120100
Census Tract 1202; Cook County; Illinois,4573,80,149306,2089,30,1225,33,22,241,8,0,42,47,17,031,120200,0.017493986442160506,11.913753170261646,0.014360938247965534,0.044897959183673466,0.4024896265560166,17031120200
Census Tract 1203; Cook County; Illinois,7038,212,140988,3322,86,1885,0,67,109,10,15,0,0,17,031,120300,0.030122193805058255,11.856430059355572,0.02588801926550271,0.035543766578249335,0.22935779816513763,17031120300
Census Tract 1204; Cook County; Illinois,3836,403,111750,2139,137,941,3,16,186,0,0,0,17,17,031,120400,0.10505735140771637,11.624019512475815,0.06404862085086489,0.020191285866099893,0.0913978494623656,17031120400
Census Tract 1301; Cook County; Illinois,4692,937,58068,1480,60,1072,145,0,706,80,60,20,187,17,031,130100,0.19970161977834613,10.969370016581319,0.04054054054054054,0.13526119402985073,0.4915014164305949,17031130100
Census Tract 1302; Cook County; Illinois,1515,117,104107,576,0,373,22,35,122,10,42,0,16,17,031,130200,0.07722772277227723,11.553174495377892,0.0,0.15281501340482573,0.5573770491803278,17031130200
Census Tract 1303; Cook County; Illinois,5032,556,66154,2742,132,1297,116,90,1024,104,30,39,197,17,031,130300,0.11049284578696343,11.099740636346844,0.04814004376367615,0.15882806476484193,0.361328125,17031130300
Census Tract 1401; Cook County; Illinois,3520,334,86795,2068,45,821,44,74,812,66,60,41,129,17,031,140100,0.09488636363636363,11.37130429530265,0.021760154738878143,0.14372716199756394,0.3645320197044335,17031140100
Census Tract 1402; Cook County; Illinois,5627,979,72629,3548,278,1117,128,163,1317,50,46,78,315,17,031,140200,0.17398258397014396,11.193119570090174,0.07835400225479143,0.26051924798567594,0.3712984054669704,17031140200
Census Tract 1403.01; Cook County; Illinois,2902,594,69712,1714,123,588,60,79,659,47,15,100,95,17,031,140301,0.20468642315644384,11.152127748357223,0.07176196032672112,0.23639455782312926,0.3899848254931715,17031140301
Census Tract 1403.02; Cook County; Illinois,2995,395,62478,1930,91,751,38,162,805,103,85,32,112,17,031,140302,0.1318864774624374,11.04256977375795,0.047150259067357515,0.2663115845539281,0.4124223602484472,17031140302
Census Tract 1404; Cook County; Illinois,5911,495,93036,2860,129,1517,47,325,435,0,15,60,135,17,031,140400,0.0837421756048046,11.440741794006959,0.045104895104895106,0.24522083058668426,0.4827586206896552,17031140400
Census Tract 1405; Cook County; Illinois,3152,191,73273,2035,75,925,141,59,757,33,50,164,66,17,031,140500,0.060596446700507615,11.201947470767836,0.036855036855036855,0.21621621621621623,0.4134742404227213,17031140500
Census Tract 1406.01; Cook County; Illinois,2740,317,87045,1559,175,614,22,116,465,40,26,41,120,17,031,140601,0.11569343065693431,11.374180505292818,0.11225144323284157,0.2247557003257329,0.4881720430107527,17031140601
Census Tract 1406.02; Cook County; Illinois,4600,1325,59962,2615,268,1041,32,266,1222,85,25,114,285,17,031,140602,0.28804347826086957,11.00146630723063,0.10248565965583174,0.2862632084534102,0.4165302782324059,17031140602
Census Tract 1407.01; Cook County; Illinois,2990,192,92212,2173,91,597,22,80,652,14,43,75,69,17,031,140701,0.06421404682274247,11.431845552919487,0.041877588587206624,0.1708542713567839,0.30828220858895705,17031140701
Census Tract 1407.02; Cook County; Illinois,5549,699,73571,3539,168,1390,155,138,1389,130,226,178,145,17,031,140702,0.1259686429987385,11.206006205330874,0.04747103701610624,0.21079136690647482,0.4888408927285817,17031140702
Census Tract 1408; Cook County; Illinois,6212,647,97722,4095,375,1277,0,94,1475,142,0,142,138,17,031,140800,0.10415325177076626,11.489881991801616,0.09157509157509157,0.07361002349256068,0.2861016949152542,17031140800
Census Tract 1502; Cook County; Illinois,7233,1165,91038,4038,264,1674,105,122,1159,37,41,49,288,17,031,150200,0.16106733029171852,11.419032280753296,0.06537890044576523,0.13560334528076465,0.35806729939603105,17031150200
Census Tract 1503; Cook County; Illinois,7225,460,86290,4752,298,1789,17,204,1422,76,0,140,242,17,031,150300,0.06366782006920416,11.365468995502352,0.06271043771043772,0.12353269983230855,0.32208157524613223,17031150300
Census Tract 1504.01; Cook County; Illinois,5146,515,77908,2830,196,1253,38,173,762,135,0,33,159,17,031,150401,0.10007773027594248,11.26328392234979,0.06925795053003533,0.16839584996009577,0.42913385826771655,17031150401
Census Tract 1504.02; Cook County; Illinois,3945,303,97986,2079,80,913,62,103,519,13,31,51,103,17,031,150402,0.07680608365019011,11.492579890304798,0.03848003848003848,0.18072289156626506,0.3815028901734104,17031150402
Census Tract 1505.01; Cook County; Illinois,3854,189,122434,2238,135,1157,0,33,324,10,7,11,19,17,031,150501,0.04903995848469123,11.715327388265036,0.06032171581769437,0.028522039757994815,0.14506172839506173,17031150501
Census Tract 1505.02; Cook County; Illinois,3953,287,72500,2173,26,952,0,103,471,29,20,27,161,17,031,150502,0.07260308626359727,11.191341840842766,0.011965025310630465,0.10819327731092437,0.5031847133757962,17031150502
Census Tract 1506; Cook County; Illinois,4194,300,81923,2481,135,1083,15,114,432,0,0,69,107,17,031,150600,0.0715307582260372,11.313535060696548,0.05441354292623942,0.11911357340720222,0.4074074074074074,17031150600
Census Tract 1507; Cook County; Illinois,4370,293,100862,2223,106,1099,30,218,359,71,0,25,151,17,031,150700,0.06704805491990846,11.521508524900703,0.04768331084120558,0.2256596906278435,0.6880222841225627,17031150700
Census Tract 1508; Cook County; Illinois,4668,656,85714,2936,190,980,51,94,495,27,67,39,71,17,031,150800,0.1405312767780634,11.358771451804081,0.06471389645776567,0.14795918367346939,0.4121212121212121,17031150800
Census Tract 1510.01; Cook County; Illinois,2807,301,93879,1510,93,675,0,87,354,24,35,31,63,17,031,151001,0.10723192019950124,11.44976199801219,0.06158940397350993,0.1288888888888889,0.4322033898305085,17031151001
Census Tract 1510.02; Cook County; Illinois,4892,536,75893,2672,223,1060,122,45,877,71,103,144,124,17,031,151002,0.10956663941128372,11.23707973251662,0.08345808383233533,0.15754716981132075,0.5039908779931584,17031151002
Census Tract 1511; Cook County; Illinois,5412,609,77521,3026,104,1212,73,172,865,31,31,43,195,17,031,151100,0.11252771618625278,11.258304146378245,0.034368803701255786,0.20214521452145215,0.3468208092485549,17031151100
Census Tract 1512; Cook County; Illinois,4036,386,88939,2213,69,933,0,132,269,27,29,79,73,17,031,151200,0.09563924677898909,11.39570602046651,0.031179394487121554,0.1414790996784566,0.7732342007434945,17031151200
Census Tract 1601; Cook County; Illinois,2757,144,107137,1517,54,711,22,136,354,0,21,29,110,17,031,160100,0.05223068552774755,11.581863668296236,0.035596572181938034,0.2222222222222222,0.4519774011299435,17031160100
Census Tract 1602; Cook County; Illinois,3327,44,124364,1992,94,845,26,0,391,20,72,33,35,17,031,160200,0.013225127742711151,11.730968028338596,0.04718875502008032,0.03076923076923077,0.4092071611253197,17031160200
Census Tract 1603; Cook County; Illinois,3595,605,77721,2377,220,832,137,69,1055,50,61,19,106,17,031,160300,0.16828929068150209,11.260880770109578,0.09255363904080774,0.24759615384615385,0.22369668246445498,17031160300
Census Tract 1604; Cook County; Illinois,5171,576,72325,3253,203,1304,25,195,1113,81,39,119,268,17,031,160400,0.11139044672210405,11.188925129844336,0.062403934829388254,0.1687116564417178,0.4555256064690027,17031160400
Census Tract 1605.01; Cook County; Illinois,3270,216,73946,1953,183,791,0,73,762,47,58,141,37,17,031,160501,0.06605504587155964,11.211090376074239,0.09370199692780339,0.0922882427307206,0.37139107611548555,17031160501
Census Tract 1605.02; Cook County; Illinois,4012,294,100147,2233,85,1098,22,98,713,78,9,23,169,17,031,160502,0.0732801595214357,11.514394385577903,0.0380653828929691,0.1092896174863388,0.391304347826087,17031160502
Census Tract 1606.01; Cook County; Illinois,3003,126,83333,2032,62,670,21,48,666,208,39,0,70,17,031,160601,0.04195804195804196,11.330599908168274,0.03051181102362205,0.10298507462686567,0.47597597597597596,17031160601
Census Tract 1606.02; Cook County; Illinois,3757,431,84955,2448,63,978,61,154,671,41,23,0,160,17,031,160602,0.11471919084375831,11.34987698351986,0.025735294117647058,0.2198364008179959,0.33383010432190763,17031160602
Census Tract 1607; Cook County; Illinois,6099,340,92614,4074,208,1168,62,56,1342,187,46,76,221,17,031,160700,0.05574684374487621,11.4361955971115,0.051055473735886106,0.10102739726027397,0.3949329359165425,17031160700
Census Tract 1608; Cook County; Illinois,5221,312,82691,2888,271,1187,65,144,1045,39,65,17,291,17,031,160800,0.05975866692204559,11.322866048003833,0.09383656509695291,0.17607413647851727,0.39425837320574164,17031160800
Census Tract 1609; Cook County; Illinois,2420,76,114861,1523,84,611,0,22,398,0,7,42,53,17,031,160900,0.03140495867768595,11.651477980631476,0.0551543007222587,0.03600654664484452,0.2562814070351759,17031160900
Census Tract 1610; Cook County; Illinois,1985,236,102159,1211,71,444,0,49,407,16,4,20,74,17,031,161000,0.11889168765743073,11.534285702091559,0.058629232039636665,0.11036036036036036,0.2800982800982801,17031161000
Census Tract 1611; Cook County; Illinois,2014,117,158393,1249,64,573,5,42,183,0,0,47,35,17,031,161100,0.05809334657398212,11.97283456546678,0.051240992794235385,0.08202443280977312,0.44808743169398907,17031161100
Census Tract 1612; Cook County; Illinois,2873,467,70391,1640,123,672,62,77,441,43,36,9,116,17,031,161200,0.16254785938043856,11.161820693064698,0.075,0.20684523809523808,0.46258503401360546,17031161200
Census Tract 1613; Cook County; Illinois,3725,623,53969,2109,129,742,41,137,928,72,133,39,227,17,031,161300,0.167248322147651,10.896165086628725,0.06116642958748222,0.2398921832884097,0.5075431034482759,17031161300
Census Tract 1701; Cook County; Illinois,1935,464,46571,880,53,455,0,0,245,0,0,61,77,17,031,170100,0.23979328165374678,10.7487333087972,0.060227272727272727,0.0,0.563265306122449,17031170100
Census Tract 1702; Cook County; Illinois,3752,179,105855,1951,86,907,0,70,157,0,0,0,80,17,031,170200,0.047707889125799575,11.56982551210304,0.044079958995386984,0.07717750826901874,0.5095541401273885,17031170200
Census Tract 1703; Cook County; Illinois,4977,222,85774,2557,98,1319,16,67,437,16,24,44,57,17,031,170300,0.04460518384569018,11.359471209250064,0.03832616347281971,0.06292645943896892,0.32265446224256294,17031170300
Census Tract 1704; Cook County; Illinois,3989,276,103016,2442,178,1111,53,41,221,23,8,20,0,17,031,170400,0.06919027325144146,11.54263959495362,0.0728910728910729,0.0846084608460846,0.23076923076923078,17031170400
Census Tract 1705; Cook County; Illinois,5161,122,87786,2859,77,1422,32,127,561,36,24,0,173,17,031,170500,0.023638829684169735,11.382657313606217,0.026932493878978662,0.11181434599156118,0.41532976827094475,17031170500
